      0.000E+00      0.154E+00      0.176E+10     -0.990E+02
      0.100E-03      0.154E+00      0.176E+10     -0.990E+02
      0.140E-03      0.154E+00      0.176E+10     -0.990E+02
      0.160E-03      0.154E+00      0.176E+10     -0.990E+02
      0.180E-03      0.154E+00      0.176E+10     -0.990E+02
      0.200E-03      0.154E+00      0.176E+10     -0.990E+02
      0.220E-03      0.154E+00      0.176E+10     -0.990E+02
      0.250E-03      0.154E+00      0.176E+10     -0.990E+02
      0.280E-03      0.154E+00      0.176E+10     -0.990E+02
      0.320E-03      0.154E+00      0.176E+10     -0.990E+02
      0.350E-03      0.154E+00      0.176E+10     -0.990E+02
      0.400E-03      0.154E+00      0.176E+10     -0.990E+02
      0.450E-03      0.154E+00      0.176E+10     -0.990E+02
      0.500E-03      0.154E+00      0.176E+10     -0.990E+02
      0.560E-03      0.154E+00      0.176E+10     -0.990E+02
      0.630E-03      0.154E+00      0.176E+10     -0.990E+02
      0.710E-03      0.154E+00      0.176E+10     -0.990E+02
      0.790E-03      0.154E+00      0.176E+10     -0.990E+02
      0.890E-03      0.154E+00      0.176E+10     -0.990E+02
      0.100E-02      0.154E+00      0.176E+10     -0.990E+02
      0.105E-02      0.154E+00      0.176E+10     -0.990E+02
      0.110E-02      0.154E+00      0.176E+10     -0.990E+02
      0.115E-02      0.154E+00      0.176E+10     -0.990E+02
      0.120E-02      0.154E+00      0.176E+10     -0.990E+02
      0.126E-02      0.154E+00      0.176E+10     -0.990E+02
      0.132E-02      0.154E+00      0.176E+10     -0.990E+02
      0.138E-02      0.154E+00      0.176E+10     -0.990E+02
      0.145E-02      0.154E+00      0.176E+10     -0.990E+02
      0.151E-02      0.154E+00      0.176E+10     -0.990E+02
      0.158E-02      0.154E+00      0.176E+10     -0.990E+02
      0.166E-02      0.154E+00      0.176E+10     -0.990E+02
      0.174E-02      0.154E+00      0.176E+10     -0.990E+02
      0.182E-02      0.154E+00      0.176E+10     -0.990E+02
      0.191E-02      0.154E+00      0.176E+10     -0.990E+02
      0.200E-02      0.154E+00      0.176E+10     -0.990E+02
      0.209E-02      0.154E+00      0.176E+10     -0.990E+02
      0.219E-02      0.154E+00      0.176E+10     -0.990E+02
      0.229E-02      0.154E+00      0.176E+10     -0.990E+02
      0.240E-02      0.154E+00      0.176E+10     -0.990E+02
      0.251E-02      0.154E+00      0.176E+10     -0.990E+02
      0.263E-02      0.154E+00      0.176E+10     -0.990E+02
      0.275E-02      0.154E+00      0.176E+10     -0.990E+02
      0.288E-02      0.154E+00      0.176E+10     -0.990E+02
      0.302E-02      0.154E+00      0.176E+10     -0.990E+02
      0.316E-02      0.154E+00      0.176E+10     -0.990E+02
      0.331E-02      0.154E+00      0.176E+10     -0.990E+02
      0.347E-02      0.154E+00      0.176E+10     -0.990E+02
      0.363E-02      0.154E+00      0.176E+10     -0.990E+02
      0.380E-02      0.154E+00      0.176E+10     -0.990E+02
      0.398E-02      0.154E+00      0.176E+10     -0.990E+02
      0.417E-02      0.154E+00      0.176E+10     -0.990E+02
      0.437E-02      0.154E+00      0.176E+10     -0.990E+02
      0.457E-02      0.154E+00      0.176E+10     -0.990E+02
      0.479E-02      0.154E+00      0.176E+10     -0.990E+02
      0.501E-02      0.154E+00      0.176E+10     -0.990E+02
      0.525E-02      0.154E+00      0.176E+10     -0.990E+02
      0.550E-02      0.154E+00      0.176E+10     -0.990E+02
      0.575E-02      0.154E+00      0.176E+10     -0.990E+02
      0.603E-02      0.154E+00      0.176E+10     -0.990E+02
      0.631E-02      0.154E+00      0.176E+10     -0.990E+02
      0.661E-02      0.154E+00      0.176E+10     -0.990E+02
      0.692E-02      0.154E+00      0.176E+10     -0.990E+02
      0.724E-02      0.154E+00      0.176E+10     -0.990E+02
      0.759E-02      0.154E+00      0.176E+10     -0.990E+02
      0.794E-02      0.154E+00      0.176E+10     -0.990E+02
      0.832E-02      0.154E+00      0.176E+10     -0.990E+02
      0.871E-02      0.154E+00      0.176E+10     -0.990E+02
      0.912E-02      0.154E+00      0.176E+10     -0.990E+02
      0.955E-02      0.154E+00      0.176E+10     -0.990E+02
      0.100E-01      0.154E+00      0.176E+10     -0.221E+00
      0.105E-01      0.158E+01      0.175E+10     -0.222E+00
      0.110E-01      0.157E+01      0.175E+10     -0.222E+00
      0.115E-01      0.157E+01      0.175E+10     -0.222E+00
      0.120E-01      0.157E+01      0.175E+10     -0.222E+00
      0.126E-01      0.157E+01      0.175E+10     -0.223E+00
      0.132E-01      0.158E+01      0.175E+10     -0.223E+00
      0.138E-01      0.158E+01      0.175E+10     -0.223E+00
      0.144E-01      0.157E+01      0.175E+10     -0.224E+00
      0.151E-01      0.157E+01      0.175E+10     -0.224E+00
      0.159E-01      0.158E+01      0.175E+10     -0.224E+00
      0.166E-01      0.158E+01      0.175E+10     -0.225E+00
      0.174E-01      0.158E+01      0.174E+10     -0.225E+00
      0.182E-01      0.159E+01      0.174E+10     -0.226E+00
      0.191E-01      0.159E+01      0.174E+10     -0.226E+00
      0.200E-01      0.158E+01      0.174E+10     -0.226E+00
      0.209E-01      0.158E+01      0.174E+10     -0.227E+00
      0.219E-01      0.159E+01      0.174E+10     -0.228E+00
      0.229E-01      0.159E+01      0.174E+10     -0.228E+00
      0.240E-01      0.159E+01      0.174E+10     -0.229E+00
      0.251E-01      0.160E+01      0.173E+10     -0.229E+00
      0.263E-01      0.160E+01      0.173E+10     -0.230E+00
      0.275E-01      0.159E+01      0.173E+10     -0.230E+00
      0.290E-01      0.160E+01      0.173E+10     -0.231E+00
      0.300E-01      0.160E+01      0.173E+10     -0.232E+00
      0.310E-01      0.160E+01      0.173E+10     -0.232E+00
      0.320E-01      0.161E+01      0.173E+10     -0.233E+00
      0.330E-01      0.161E+01      0.172E+10     -0.233E+00
      0.340E-01      0.161E+01      0.172E+10     -0.234E+00
      0.350E-01      0.161E+01      0.172E+10     -0.234E+00
      0.360E-01      0.161E+01      0.172E+10     -0.235E+00
      0.370E-01      0.161E+01      0.172E+10     -0.235E+00
      0.380E-01      0.161E+01      0.172E+10     -0.236E+00
      0.390E-01      0.162E+01      0.172E+10     -0.236E+00
      0.400E-01      0.162E+01      0.171E+10     -0.237E+00
      0.425E-01      0.162E+01      0.171E+10     -0.238E+00
      0.450E-01      0.163E+01      0.171E+10     -0.239E+00
      0.475E-01      0.163E+01      0.171E+10     -0.240E+00
      0.500E-01      0.163E+01      0.170E+10     -0.242E+00
      0.525E-01      0.164E+01      0.170E+10     -0.243E+00
      0.550E-01      0.164E+01      0.170E+10     -0.244E+00
      0.571E-01      0.165E+01      0.169E+10     -0.245E+00
      0.640E-01      0.166E+01      0.169E+10     -0.248E+00
      0.719E-01      0.167E+01      0.168E+10     -0.252E+00
      0.806E-01      0.168E+01      0.167E+10     -0.256E+00
      0.905E-01      0.170E+01      0.165E+10     -0.261E+00
      0.102E+00      0.172E+01      0.164E+10     -0.266E+00
      0.114E+00      0.174E+01      0.163E+10     -0.271E+00
      0.128E+00      0.175E+01      0.161E+10     -0.277E+00
      0.143E+00      0.177E+01      0.159E+10     -0.282E+00
      0.161E+00      0.178E+01      0.157E+10     -0.289E+00
      0.181E+00      0.176E+01      0.154E+10     -0.297E+00
      0.203E+00      0.170E+01      0.152E+10     -0.303E+00
      0.227E+00      0.160E+01      0.149E+10     -0.306E+00
      0.255E+00      0.148E+01      0.146E+10     -0.308E+00
      0.286E+00      0.134E+01      0.143E+10     -0.310E+00
      0.321E+00      0.118E+01      0.139E+10     -0.313E+00
      0.360E+00      0.101E+01      0.136E+10     -0.317E+00
      0.404E+00      0.831E+00      0.133E+10     -0.325E+00
      0.453E+00      0.699E+00      0.131E+10     -0.329E+00
      0.509E+00      0.668E+00      0.128E+10     -0.335E+00
      0.571E+00      0.640E+00      0.125E+10     -0.332E+00
      0.641E+00      0.607E+00      0.123E+10     -0.330E+00
      0.719E+00      0.583E+00      0.120E+10     -0.330E+00
      0.806E+00      0.566E+00      0.116E+10     -0.324E+00
      0.905E+00      0.552E+00      0.113E+10     -0.314E+00
      0.102E+01      0.544E+00      0.109E+10     -0.319E+00
      0.114E+01      0.555E+00      0.105E+10     -0.339E+00
      0.128E+01      0.458E+00      0.100E+10     -0.320E+00
      0.143E+01      0.373E+00      0.957E+09     -0.280E+00
      0.161E+01      0.420E+00      0.918E+09     -0.258E+00
      0.168E+01      0.427E+00      0.885E+09     -0.251E+00
      0.170E+01      0.429E+00      0.873E+09     -0.251E+00
      0.180E+01      0.441E+00      0.857E+09     -0.259E+00
      0.190E+01      0.464E+00      0.829E+09     -0.273E+00
      0.200E+01      0.489E+00      0.800E+09     -0.292E+00
      0.210E+01      0.514E+00      0.770E+09     -0.301E+00
      0.220E+01      0.519E+00      0.739E+09     -0.301E+00
      0.230E+01      0.518E+00      0.707E+09     -0.299E+00
      0.240E+01      0.515E+00      0.675E+09     -0.297E+00
      0.250E+01      0.521E+00      0.644E+09     -0.290E+00
      0.260E+01      0.518E+00      0.612E+09     -0.292E+00
      0.275E+01      0.521E+00      0.573E+09     -0.331E+00
      0.300E+01      0.527E+00      0.510E+09     -0.376E+00
      0.325E+01      0.488E+00      0.432E+09     -0.395E+00
      0.350E+01      0.524E+00      0.359E+09     -0.476E+00
      0.375E+01      0.409E+00      0.282E+09     -0.523E+00
      0.400E+01      0.331E+00      0.222E+09     -0.432E+00
      0.425E+01      0.406E+00      0.174E+09     -0.453E+00
      0.450E+01      0.249E+00      0.115E+09     -0.549E+00
      0.475E+01      0.224E+00      0.791E+08     -0.510E+00
      0.500E+01      0.136E+00      0.468E+08     -0.651E+00
      0.525E+01      0.499E-01      0.274E+08     -0.625E+00
      0.550E+01      0.494E-01      0.202E+08     -0.425E+00
      0.575E+01      0.260E-01      0.131E+08     -0.462E+00
      0.600E+01      0.198E-01      0.939E+07     -0.210E+00
      0.625E+01      0.190E-01      0.656E+07     -0.322E+00
      0.650E+01      0.176E-01      0.385E+07     -0.333E+00
      0.675E+01      0.956E-02      0.134E+07     -0.932E+00
      0.700E+01      0.000E+00      0.000E+00     -0.990E+02
      0.725E+01      0.000E+00      0.000E+00     -0.990E+02
      0.750E+01      0.000E+00      0.000E+00     -0.990E+02
      0.775E+01      0.000E+00      0.000E+00     -0.990E+02
      0.800E+01      0.000E+00      0.000E+00     -0.990E+02
      0.825E+01      0.000E+00      0.000E+00     -0.990E+02
      0.850E+01      0.000E+00      0.000E+00     -0.990E+02
      0.875E+01      0.000E+00      0.000E+00     -0.990E+02
      0.900E+01      0.000E+00      0.000E+00     -0.990E+02
      0.925E+01      0.000E+00      0.000E+00     -0.990E+02
      0.950E+01      0.000E+00      0.000E+00     -0.990E+02
      0.975E+01      0.000E+00      0.000E+00     -0.990E+02
      0.100E+02      0.000E+00      0.000E+00     -0.990E+02
      0.102E+02      0.000E+00      0.000E+00     -0.990E+02
      0.105E+02      0.000E+00      0.000E+00     -0.990E+02
      0.108E+02      0.000E+00      0.000E+00     -0.990E+02
      0.110E+02      0.000E+00      0.000E+00     -0.990E+02
